date,temp_mean,temp_hi,temp_lo,precip
2017-09-28,66.27407407407408,79,57.9,0
2017-09-29,58.23461538461539,71.1,50,0.15
2017-09-30,54.332,62.1,48,0
2017-10-01,54.03333333333333,68,42.1,0
2017-10-02,59.304,73.9,45,0
2017-10-03,63.79565217391305,75.9,50,0
2017-10-04,66.275,80.1,53.1,0
2017-10-05,65.78611111111111,72,63,1.75
2017-10-06,64.9609756097561,71.1,62.1,0
2017-10-07,70.32916666666667,82,63,0
2017-10-08,70.10810810810811,73.9,66.9,0.52
2017-10-09,71.312,75.9,66.9,0.7
2017-10-10,69.96410256410256,78.1,64.9,0.26
2017-10-11,68.98125,77,62.1,0.35000000000000003
2017-10-12,65.12222222222222,71.1,62.1,0.13
2017-10-13,63.348,73,55.9,0
2017-10-14,64.032,77,54,0
2017-10-15,67.49,78.1,61,1.04
2017-10-16,52.997058823529414,60.1,48,0
2017-10-17,47.06785714285714,62.1,35.1,0
2017-10-18,54.424,69.1,41,0
2017-10-19,57.40833333333333,69.1,46,0
2017-10-20,61.3,72,52,0
2017-10-21,60.225,73.9,46.9,0
2017-10-22,64.32608695652173,75.9,51.1,0
2017-10-23,61.69230769230769,66.9,55.9,0.64
2017-10-24,54.76904761904762,59,50,1.11
2017-10-25,43.60285714285715,48,41,0.05
2017-10-26,42.851612903225806,51.1,37,0
2017-10-27,49.723076923076924,70,36,0
2017-10-28,49.96388888888889,61,41,0.61
2017-10-29,38.635211267605634,42.1,37,1.26
2017-10-30,41,48,37.9,0.19
2017-10-31,40.16153846153846,46,35.1,0
2017-11-01,35.525,37,34,0
